clue_id,answer,difficulty,score,action,flags,old_clue_text,sanitized_clue_text
tr_kw_10080,GÜLREYAT,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'gülreyat'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'gülreyat'"
tr_kw_10081,HÜSZERRA,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'hüszerra'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'hüszerra'"
tr_kw_10082,KABLAGİN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'kablagi̇n'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'kablagi̇n'"
tr_kw_10083,DERŞANİY,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'derşani̇y'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'derşani̇y'"
tr_kw_10084,MEZERYAT,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mezeryat'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mezeryat'"
tr_kw_10085,FERLANİY,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'ferlani̇y'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'ferlani̇y'"
tr_kw_10086,NÜFNÜFTE,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'nüfnüfte'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'nüfnüfte'"
tr_kw_10087,MEFERMAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'meferman'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'meferman'"
tr_kw_10088,NÜFŞEDAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'nüfşedan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'nüfşedan'"
tr_kw_10089,BİRDEMAN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'bi̇rdeman'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'bi̇rdeman'"
tr_kw_10090,DACİHBAN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'daci̇hban'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'daci̇hban'"
tr_kw_10091,ŞEZERMAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'şezerman'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'şezerman'"
tr_kw_10092,SÜLTEBZİ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'sültebzi̇'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'sültebzi̇'"
tr_kw_10093,MEHÜSBAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mehüsban'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mehüsban'"
tr_kw_10094,LAHÜSDAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'lahüsdan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'lahüsdan'"
tr_kw_10095,ZERTEBŞE,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zertebşe'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zertebşe'"
tr_kw_10096,TARBİRFE,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tarbi̇rfe'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tarbi̇rfe'"
tr_kw_10097,MUTEBNİY,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mutebni̇y'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mutebni̇y'"
tr_kw_10098,ZERMÜZAR,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zermüzar'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zermüzar'"
tr_kw_10099,MATEBRAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'matebran'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'matebran'"
tr_kw_10100,MEHÜSGİN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mehüsgi̇n'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mehüsgi̇n'"
tr_kw_10101,MECŞERLE,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mecşerle'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mecşerle'"
tr_kw_10102,TEBİRLAN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tebi̇rlan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tebi̇rlan'"
tr_kw_10103,DEZAMBAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'dezamban'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'dezamban'"
tr_kw_10104,NÜFŞERMU,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'nüfşermu'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'nüfşermu'"
tr_kw_10105,MECMEKFİ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mecmekfi̇'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mecmekfi̇'"
tr_kw_10106,KÜRÜZDAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'kürüzdan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'kürüzdan'"
tr_kw_10107,ZERBERAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zerberan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zerberan'"
tr_kw_10108,TARKABBE,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tarkabbe'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tarkabbe'"
tr_kw_10109,RESCİHDA,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'resci̇hda'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'resci̇hda'"
tr_kw_10110,RESKÜHAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'reskühan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'reskühan'"
tr_kw_10111,SÜLMAKÜL,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'sülmakül'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'sülmakül'"
tr_kw_10112,DEŞERKÜL,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'deşerkül'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'deşerkül'"
tr_kw_10113,DERŞERZİ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'derşerzi̇'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'derşerzi̇'"
tr_kw_10114,RESZERDE,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'reszerde'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'reszerde'"
tr_kw_10115,BİRMAMAN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'bi̇rmaman'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'bi̇rmaman'"
tr_kw_10116,LETEBMEN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'letebmen'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'letebmen'"
tr_kw_10117,ZİŞERBAN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zi̇şerban'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zi̇şerban'"
tr_kw_10118,RESTEBMÜ,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'restebmü'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'restebmü'"
tr_kw_10119,MECDEBAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mecdeban'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mecdeban'"
tr_kw_10120,NÜFMÜBAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'nüfmüban'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'nüfmüban'"
tr_kw_10121,GÜLKÜZAR,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'gülküzar'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'gülküzar'"
tr_kw_10122,BİRKÜZAR,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'bi̇rküzar'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'bi̇rküzar'"
tr_kw_10123,FİCİHCAN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'fi̇ci̇hcan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'fi̇ci̇hcan'"
tr_kw_10124,KABLEZAR,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'kablezar'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'kablezar'"
tr_kw_10125,NÜFLEDAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'nüfledan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'nüfledan'"
tr_kw_10126,MECBİRMA,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mecbi̇rma'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mecbi̇rma'"
tr_kw_10127,ŞERRESFİ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'şerresfi̇'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'şerresfi̇'"
tr_kw_10128,ŞERZERLE,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'şerzerle'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'şerzerle'"
tr_kw_10129,ŞERMALAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'şermalan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'şermalan'"
tr_kw_10130,BECİHMAN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'beci̇hman'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'beci̇hman'"
tr_kw_10131,CİHDERBE,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'ci̇hderbe'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'ci̇hderbe'"
tr_kw_10132,RESTARMA,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'restarma'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'restarma'"
tr_kw_10133,BEKABMAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'bekabman'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'bekabman'"
tr_kw_10134,MECKABFİ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'meckabfi̇'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'meckabfi̇'"
tr_kw_10135,CİHLAKÜL,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'ci̇hlakül'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'ci̇hlakül'"
tr_kw_10136,KUCİHZAR,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'kuci̇hzar'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'kuci̇hzar'"
tr_kw_10137,ZAMMECŞA,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zammecşa'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zammecşa'"
tr_kw_10138,LENÜFDAR,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'lenüfdar'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'lenüfdar'"
tr_kw_10139,CİHMUDAR,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'ci̇hmudar'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'ci̇hmudar'"
tr_kw_10140,ZERRAGİN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zerragi̇n'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zerragi̇n'"
tr_kw_10141,TETARMAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tetarman'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tetarman'"
tr_kw_10142,MECŞERAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mecşeran'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mecşeran'"
tr_kw_10143,ZAMŞERMU,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zamşermu'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zamşermu'"
tr_kw_10144,TARŞERBE,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tarşerbe'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tarşerbe'"
tr_kw_10145,TEBKÜTAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tebkütan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tebkütan'"
tr_kw_10146,MENÜFMAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'menüfman'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'menüfman'"
tr_kw_10147,KABDEVER,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'kabdever'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'kabdever'"
tr_kw_10148,CİHRÜZŞA,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'ci̇hrüzşa'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'ci̇hrüzşa'"
tr_kw_10149,ŞEŞERYAT,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'şeşeryat'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'şeşeryat'"
tr_kw_10150,SÜLZAMŞE,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'sülzamşe'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'sülzamşe'"
tr_kw_10151,RÜZTEBZİ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'rüztebzi̇'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'rüztebzi̇'"
tr_kw_10152,BEHÜSHAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'behüshan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'behüshan'"
tr_kw_10153,KÜRÜZLAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'kürüzlan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'kürüzlan'"
tr_kw_10154,RAZERCAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'razercan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'razercan'"
tr_kw_10155,TEBŞEGİN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tebşegi̇n'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tebşegi̇n'"
tr_kw_10156,DERKABDA,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'derkabda'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'derkabda'"
tr_kw_10157,TEBZİZAR,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tebzi̇zar'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tebzi̇zar'"
tr_kw_10158,FERRESLE,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'ferresle'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'ferresle'"
tr_kw_10159,DEGÜLLİY,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'degülli̇y'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'degülli̇y'"
tr_kw_10160,ZİTARCAN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zi̇tarcan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zi̇tarcan'"
tr_kw_10161,MAZERMEN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mazermen'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mazermen'"
tr_kw_10162,REZAMTAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'rezamtan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'rezamtan'"
tr_kw_10163,ZEZAMGİN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zezamgi̇n'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zezamgi̇n'"
tr_kw_10164,FERDERŞA,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'ferderşa'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'ferderşa'"
tr_kw_10165,MECCİHTA,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mecci̇hta'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mecci̇hta'"
tr_kw_10166,RESTEBLA,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'restebla'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'restebla'"
tr_kw_10167,CİHFİMEN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'ci̇hfi̇men'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'ci̇hfi̇men'"
tr_kw_10168,ZAMTARLA,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zamtarla'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zamtarla'"
tr_kw_10169,RÜZKABKÜ,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'rüzkabkü'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'rüzkabkü'"
tr_kw_10170,TARCİHRA,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tarci̇hra'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'tarci̇hra'"
tr_kw_10171,ŞATARNİY,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'şatarni̇y'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'şatarni̇y'"
tr_kw_10172,ZAMKUMEN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zamkumen'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'zamkumen'"
tr_kw_10173,DARESMAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'daresman'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'daresman'"
tr_kw_10174,MECFERDE,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mecferde'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mecferde'"
tr_kw_10175,GÜLTEMEN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'gültemen'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'gültemen'"
tr_kw_10176,NÜFTEBTE,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'nüftebte'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'nüftebte'"
tr_kw_10177,MEKŞEYAT,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mekşeyat'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mekşeyat'"
tr_kw_10178,RESDARAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'resdaran'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'resdaran'"
tr_kw_10179,ŞADERCAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'şadercan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'şadercan'"
tr_kw_10180,ŞEMECGİN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'şemecgi̇n'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'şemecgi̇n'"
tr_kw_10181,MEKTARLE,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mektarle'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'mektarle'"
tr_kw_10182,BERÜZTAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'berüztan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'berüztan'"
tr_kw_10183,HÜSŞEHAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'hüsşehan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'hüsşehan'"
tr_kw_10184,KABŞAYAT,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'kabşayat'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'kabşayat'"
tr_kw_10185,HÜSGÜLTE,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'hüsgülte'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'hüsgülte'"
tr_kw_10186,KUTARHAN,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Az bilinen, türetilmiş veya ağır yapılı kelime: 'kutarhan'","Az bilinen, türetilmiş veya ağır yapılı kelime: 'kutarhan'"
